actual,predicted,residual,abs_error,fitness_goal,gender,activity_level
168.4,166.43345273091677,1.966547269083236,1.966547269083236,muscle_gain,Male,very_active
194.3,198.47353182933398,-4.173531829333967,4.173531829333967,fat_loss,Male,light
159.7,146.24528964250402,13.45471035749597,13.45471035749597,fat_loss,Female,moderate
146.9,137.0121574874897,9.887842512510304,9.887842512510304,fat_loss,Male,active
80.4,85.57133483714655,-5.171334837146546,5.171334837146546,muscle_gain,Female,light
109.7,115.08880699913853,-5.388806999138524,5.388806999138524,maintenance,Female,active
151.2,131.56620014046152,19.63379985953847,19.63379985953847,maintenance,Male,very_active
113.1,110.82883090130231,2.2711690986976834,2.2711690986976834,muscle_gain,Female,very_active
143.5,134.31958818049313,9.180411819506872,9.180411819506872,maintenance,Male,very_active
266.0,234.80441519453953,31.19558480546047,31.19558480546047,fat_loss,Male,light
89.0,89.08849327716945,-0.08849327716944799,0.08849327716944799,maintenance,Female,moderate
149.5,151.0897865171699,-1.5897865171698982,1.5897865171698982,muscle_gain,Female,light
120.8,116.76836458705885,4.031635412941142,4.031635412941142,muscle_gain,Female,very_active
253.4,235.593357512247,17.80664248775301,17.80664248775301,fat_loss,Male,light
89.6,104.14203375589717,-14.54203375589718,14.54203375589718,maintenance,Female,very_active
128.8,142.9276133676214,-14.127613367621393,14.127613367621393,fat_loss,Female,moderate
101.8,93.93517114863972,7.864828851360272,7.864828851360272,muscle_gain,Male,moderate
228.6,228.208970472046,0.3910295279540037,0.3910295279540037,fat_loss,Male,moderate
136.7,127.24041388233418,9.459586117665808,9.459586117665808,muscle_gain,Female,very_active
303.6,277.6626556326322,25.937344367367814,25.937344367367814,fat_loss,Male,active
98.0,106.22123847651353,-8.221238476513534,8.221238476513534,muscle_gain,Female,moderate
158.6,143.13899204699604,15.461007953003957,15.461007953003957,fat_loss,Male,sedentary
151.5,150.5060428506391,0.9939571493609094,0.9939571493609094,muscle_gain,Female,moderate
134.6,132.7422145419341,1.857785458065905,1.857785458065905,maintenance,Male,very_active
168.6,159.21161871023253,9.388381289767466,9.388381289767466,muscle_gain,Male,moderate
117.0,112.42012046852494,4.579879531475058,4.579879531475058,muscle_gain,Female,active
88.3,92.53972371261445,-4.239723712614449,4.239723712614449,muscle_gain,Female,moderate
83.5,85.89887489071245,-2.398874890712449,2.398874890712449,muscle_gain,Female,light
164.7,159.48175488412738,5.218245115872605,5.218245115872605,maintenance,Male,light
70.0,72.34786602012088,-2.3478660201208754,2.3478660201208754,maintenance,Male,moderate
205.8,180.533739677436,25.266260322564023,25.266260322564023,fat_loss,Male,moderate
85.6,95.99483029614004,-10.394830296140043,10.394830296140043,maintenance,Male,moderate
191.2,180.38566403169582,10.814335968304164,10.814335968304164,muscle_gain,Male,very_active
142.5,135.97045395965867,6.52954604034133,6.52954604034133,muscle_gain,Male,moderate
199.1,212.07090688554183,-12.970906885541837,12.970906885541837,fat_loss,Male,light
252.0,237.47893958116222,14.521060418837777,14.521060418837777,fat_loss,Male,light
128.0,129.6095735906213,-1.6095735906212951,1.6095735906212951,maintenance,Male,very_active
136.6,141.65038866624775,-5.0503886662477555,5.0503886662477555,fat_loss,Female,active
266.3,274.77135113417995,-8.47135113417994,8.47135113417994,fat_loss,Male,sedentary
196.9,197.29087475629902,-0.3908747562990129,0.3908747562990129,fat_loss,Male,light
122.3,129.194112222219,-6.894112222218993,6.894112222218993,fat_loss,Female,very_active
70.1,76.45435584303968,-6.354355843039684,6.354355843039684,maintenance,Female,sedentary
116.7,112.28738614221567,4.412613857784336,4.412613857784336,maintenance,Male,light
167.4,177.2447420067204,-9.844742006720395,9.844742006720395,fat_loss,Male,active
234.4,254.97535216912354,-20.575352169123533,20.575352169123533,fat_loss,Male,moderate
116.6,125.85866343596743,-9.258663435967435,9.258663435967435,muscle_gain,Female,very_active
177.1,170.59859054651372,6.501409453486275,6.501409453486275,fat_loss,Female,moderate
194.8,180.72216344187348,14.077836558126535,14.077836558126535,muscle_gain,Male,very_active
114.6,111.38508965119418,3.214910348805816,3.214910348805816,muscle_gain,Female,moderate
160.1,168.37237443707073,-8.272374437070738,8.272374437070738,fat_loss,Female,moderate
141.1,147.89966638922132,-6.799666389221329,6.799666389221329,muscle_gain,Female,light
114.3,118.16617669276246,-3.8661766927624654,3.8661766927624654,fat_loss,Male,moderate
183.9,181.75911249616792,2.14088750383209,2.14088750383209,muscle_gain,Male,very_active
122.5,111.65161722732897,10.84838277267103,10.84838277267103,maintenance,Female,light
163.0,173.45559292115524,-10.455592921155244,10.455592921155244,fat_loss,Female,light
157.5,167.29344314116761,-9.793443141167614,9.793443141167614,fat_loss,Female,sedentary
95.4,106.15675791887014,-10.756757918870136,10.756757918870136,muscle_gain,Female,sedentary
131.4,143.60781411432092,-12.207814114320911,12.207814114320911,fat_loss,Male,light
170.8,188.670599782437,-17.870599782436983,17.870599782436983,fat_loss,Male,moderate
144.6,154.19717902822492,-9.597179028224929,9.597179028224929,muscle_gain,Female,moderate
100.4,111.41625562474457,-11.01625562474456,11.01625562474456,maintenance,Female,light
101.7,106.0012552910227,-4.301255291022699,4.301255291022699,muscle_gain,Male,moderate
118.2,132.4821410190946,-14.282141019094595,14.282141019094595,maintenance,Male,very_active
111.7,102.58437007043261,9.11562992956739,9.11562992956739,maintenance,Female,moderate
211.7,195.59106621263342,16.108933787366567,16.108933787366567,fat_loss,Male,moderate
200.7,208.4487596546168,-7.748759654616805,7.748759654616805,fat_loss,Male,moderate
91.8,86.04625802305803,5.753741976941967,5.753741976941967,muscle_gain,Female,sedentary
122.3,143.20701577202067,-20.90701577202067,20.90701577202067,maintenance,Male,moderate
194.1,203.40226698498884,-9.302266984988847,9.302266984988847,fat_loss,Male,active
248.6,238.46828162162402,10.131718378375979,10.131718378375979,fat_loss,Male,light
104.9,112.6491052981124,-7.749105298112397,7.749105298112397,fat_loss,Male,light
271.2,253.06172594251552,18.138274057484466,18.138274057484466,fat_loss,Male,sedentary
114.8,110.10589993302041,4.694100066979587,4.694100066979587,muscle_gain,Female,moderate
78.3,78.94867547655467,-0.6486754765546721,0.6486754765546721,maintenance,Female,moderate
153.7,162.47245429077412,-8.772454290774135,8.772454290774135,muscle_gain,Male,active
150.1,155.60446709486837,-5.5044670948683745,5.5044670948683745,muscle_gain,Female,active
207.6,201.89593244068683,5.70406755931316,5.70406755931316,fat_loss,Male,moderate
178.5,170.10883389646824,8.39116610353176,8.39116610353176,fat_loss,Male,moderate
133.4,125.63404023425764,7.765959765742366,7.765959765742366,muscle_gain,Female,active
157.9,144.21627260167475,13.68372739832526,13.68372739832526,fat_loss,Male,moderate
141.8,136.51704352445898,5.282956475541027,5.282956475541027,fat_loss,Male,light
171.8,181.56194554977134,-9.761945549771326,9.761945549771326,muscle_gain,Male,active
138.9,130.06311224648923,8.83688775351078,8.83688775351078,muscle_gain,Female,moderate
127.5,125.6447985144769,1.8552014855230965,1.8552014855230965,maintenance,Female,moderate
91.5,101.27742270947297,-9.777422709472972,9.777422709472972,muscle_gain,Female,moderate
126.4,130.16438586465188,-3.764385864651871,3.764385864651871,fat_loss,Male,moderate
199.1,178.43524181394605,20.664758186053945,20.664758186053945,fat_loss,Male,active
142.3,145.31079244515035,-3.0107924451503436,3.0107924451503436,fat_loss,Female,moderate
172.8,169.41515354729515,3.3848464527048634,3.3848464527048634,fat_loss,Female,light
110.8,99.21988069172455,11.580119308275442,11.580119308275442,fat_loss,Male,light
95.0,95.8643918941128,-0.8643918941127993,0.8643918941127993,muscle_gain,Female,active
129.3,126.27871828725822,3.0212817127417964,3.0212817127417964,muscle_gain,Male,active
122.3,118.48021158866246,3.819788411337541,3.819788411337541,maintenance,Female,light
159.8,174.8718418745376,-15.071841874537597,15.071841874537597,fat_loss,Female,moderate
182.3,188.51563156816533,-6.215631568165321,6.215631568165321,fat_loss,Male,active
91.4,96.57101495847994,-5.17101495847993,5.17101495847993,muscle_gain,Male,moderate
195.6,178.57587466308425,17.024125336915745,17.024125336915745,muscle_gain,Male,very_active
158.8,146.1701599610654,12.629840038934617,12.629840038934617,fat_loss,Male,light
108.0,109.1153420425117,-1.115342042511699,1.115342042511699,muscle_gain,Female,sedentary
189.6,197.41504002694893,-7.815040026948935,7.815040026948935,fat_loss,Male,moderate
102.3,96.42840923665698,5.871590763343022,5.871590763343022,muscle_gain,Female,moderate
